hey_commuter-Joanna-strong_high_pitch-polly.wav, hey commuter, commuter
Hey_Computer-Ivy-strong_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Ivy-low_pitch-polly.wav, Hey Computer, Parkland shooter
Hey_Computer-Matthew-strong-polly.wav, Hey Computer, Okay computer
Hey_Computer-Nicole-strong_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Russell-fast_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-slow-polly.wav, Hey Computer, a computer
Hey_Computer-Joey-strong_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Ivy-slow_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-fast_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-weak-polly.wav, Hey Computer, computer
Hey_Computer-Geraint-weak_fast-polly.wav, Hey Computer, Country Kitchen
Hey_Computer-Brian-weak_high_pitch-polly.wav, Hey Computer, Patron pizza
Hey_Computer-Salli-strong_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kimberly-weak_high_pitch-polly.wav, Hey Computer, second chance
Hey_Computer-Ivy-weak_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Kendra-strong_slow-polly.wav, Hey Computer, computer
Hey_Computer-Geraint-strong-polly.wav, Hey Computer, Patron pizza
Hey_Computer-Geraint-strong_high_pitch-polly.wav, Hey Computer, take a picture
Hey_Computer-Joey-fast_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Brian-strong_low_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Geraint-slow_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Emma-slow_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-weak_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Joey-slow-polly.wav, Hey Computer, a computer
Hey_Computer-Brian-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Geraint-strong_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Joey-high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Amy-softly-polly.wav, Hey Computer, computer
Hey_Computer-Kendra-slow_low_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Emma-weak_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Nicole-slow_low_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Amy-strong-polly.wav, Hey Computer, computer
Hey_Computer-Amy-fast_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Brian-slow_high_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Ivy-weak_slow-polly.wav, Hey Computer, appreciate
Hey_Computer-Justin-weak_slow-polly.wav, Hey Computer, UNK
Hey_Computer-Russell-slow_low_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Justin-strong_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Geraint-strong_low_pitch-polly.wav, Hey Computer, Patron pizza
Hey_Computer-Joanna-fast_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Matthew-strong_high_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Brian-weak_slow-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-weak-polly.wav, Hey Computer, UNK
Hey_Computer-Justin-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Matthew-weak_slow-polly.wav, Hey Computer, hey computer
Hey_Computer-Brian-weak-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-slow_high_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Emma-slow_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Matthew-fast_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Russell-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Emma-weak-polly.wav, Hey Computer, UNK
Hey_Computer-Nicole-weak_slow-polly.wav, Hey Computer, a computer
Hey_Computer-Kimberly-strong_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Matthew-strong_low_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Kimberly-weak_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Geraint-strong_slow-polly.wav, Hey Computer, Pizza
Hey_Computer-Joanna-strong-polly.wav, Hey Computer, computer
Hey_Computer-Brian-fast-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-softly-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-weak-polly.wav, Hey Computer, UNK
Hey_Computer-Ivy-high_pitch-polly.wav, Hey Computer, psycho sitter
Hey_Computer-Geraint-weak-polly.wav, Hey Computer, Patron pizza
Hey_Computer-Emma-strong_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Russell-fast-polly.wav, Hey Computer, a computer
Hey_Computer-Russell-strong_slow-polly.wav, Hey Computer, how to computer
Hey_Computer-Matthew-weak-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-slow-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-fast-polly.wav, Hey Computer, a computer
Hey_Computer-Ivy-slow_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Brian-softly-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-slow_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Amy-weak_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Brian-slow-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-fast_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-slow_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Russell-slow_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Geraint-fast-polly.wav, Hey Computer, take a picture
Hey_Computer-Nicole-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Joey-slow_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Joey-weak-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-fast_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Russell-softly-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-strong_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-fast-polly.wav, Hey Computer, UNK
Hey_Computer-Emma-weak_slow-polly.wav, Hey Computer, a computer
Hey_Computer-Kimberly-fast-polly.wav, Hey Computer, UNK
Hey_Computer-Brian-weak_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Amy-high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Joanna-softly-polly.wav, Hey Computer, computer
Hey_Computer-Geraint-fast_low_pitch-polly.wav, Hey Computer, take a picture
Hey_Computer-Brian-strong_high_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Ivy-slow-polly.wav, Hey Computer, a computer
Hey_Computer-Kimberly-strong_low_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Matthew-weak_fast-polly.wav, Hey Computer, Pikachu
Hey_Computer-Amy-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Kimberly-slow_low_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Justin-fast_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Russell-weak_slow-polly.wav, Hey Computer, UNK
Hey_Computer-Salli-high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-strong-polly.wav, Hey Computer, computer
Hey_Computer-Kimberly-fast_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Justin-strong_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Emma-fast_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Ivy-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Justin-weak_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Geraint-weak_high_pitch-polly.wav, Hey Computer, take a picture
Hey_Computer-Joey-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Emma-strong_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Kendra-fast-polly.wav, Hey Computer, UNK
Hey_Computer-Justin-strong_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Justin-slow_low_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Kendra-weak_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Justin-slow_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Matthew-slow-polly.wav, Hey Computer, hey computer
Hey_Computer-Kendra-weak_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Emma-strong_slow-polly.wav, Hey Computer, computer
Hey_Computer-Ivy-fast_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Ivy-strong_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kimberly-slow-polly.wav, Hey Computer, hey computer
Hey_Computer-Geraint-softly-polly.wav, Hey Computer, a computer
Hey_Computer-Geraint-slow_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Matthew-strong_fast-polly.wav, Hey Computer, Okay computer
Hey_Computer-Joanna-strong_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Brian-fast_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Joey-softly-polly.wav, Hey Computer, a computer
Hey_Computer-Joey-slow_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-softly-polly.wav, Hey Computer, a computer
Hey_Computer-Amy-slow_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Russell-strong_fast-polly.wav, Hey Computer, UNK
Hey_Computer-Nicole-low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Nicole-weak_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Salli-weak_low_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Brian-low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-fast_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Ivy-weak-polly.wav, Hey Computer, UNK
Hey_Computer-Geraint-slow-polly.wav, Hey Computer, hey computer
Hey_Computer-Amy-slow_high_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Emma-strong_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kendra-fast_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Emma-fast_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Salli-weak_high_pitch-polly.wav, Hey Computer, Sniper Shooter
Hey_Computer-Emma-strong-polly.wav, Hey Computer, a computer
Hey_Computer-Joey-weak_low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Amy-weak_low_pitch-polly.wav, Hey Computer, the computer
Hey_Computer-Kimberly-strong_high_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Kimberly-low_pitch-polly.wav, Hey Computer, steak and cheese
Hey_Computer-Amy-fast-polly.wav, Hey Computer, UNK
Hey_Computer-Amy-slow-polly.wav, Hey Computer, hey computer
Hey_Computer-Emma-low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Amy-low_pitch-polly.wav, Hey Computer, a computer
Hey_Computer-Emma-fast-polly.wav, Hey Computer, a computer
Hey_Computer-Emma-slow-polly.wav, Hey Computer, computer
Hey_Computer-Joanna-high_pitch-polly.wav, Hey Computer, computer
Hey_Computer-Matthew-slow_low_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Matthew-weak_low_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Kimberly-strong-polly.wav, Hey Computer, computer
Hey_Computer-Joey-low_pitch-polly.wav, Hey Computer, hey computer
Hey_Computer-Amy-weak_slow-polly.wav, Hey Computer, a computer
Hey_Computer-Salli-strong-polly.wav, Hey Computer, a computer
Hey_Computer-Joanna-strong_low_pitch-polly.wav, Hey Computer, computer
Hey_Computer-Emma-weak_high_pitch-polly.wav, Hey Computer, UNK
Hey_Computer-Kendra-weak_high_pitch-polly.wav, Hey Computer, Okay computer
Hey_Computer-Russell-weak-polly.wav, Hey Computer, UNK
Hey_Computer-Russell-strong_high_pitch-polly.wav, Hey Computer, hey computer
Athena-Brian-slow_low_pitch-polly.wav, Athena, UNK
Athena-Amy-weak_high_pitch-polly.wav, Athena, UNK
Athena-Nicole-strong_high_pitch-polly.wav, Athena, UNK
Athena-Amy-low_pitch-polly.wav, Athena, UNK
Athena-Justin-strong_fast-polly.wav, Athena, UNK
Athena-Salli-strong_slow-polly.wav, Athena, UNK
Athena-Geraint-weak_slow-polly.wav, Athena, UNK
Athena-Joey-softly-polly.wav, Athena, UNK
Athena-Matthew-slow-polly.wav, Athena, UNK
Athena-Matthew-fast_high_pitch-polly.wav, Athena, UNK
Athena-Justin-weak_fast-polly.wav, Athena, UNK
Athena-Joanna-slow_high_pitch-polly.wav, Athena, UNK
Athena-Russell-slow_high_pitch-polly.wav, Athena, UNK
Athena-Matthew-fast-polly.wav, Athena, UNK
Athena-Russell-high_pitch-polly.wav, Athena, UNK
Athena-Kendra-strong_high_pitch-polly.wav, Athena, UNK
Athena-Joanna-fast_low_pitch-polly.wav, Athena, UNK
Athena-Kendra-low_pitch-polly.wav, Athena, UNK
Athena-Joey-strong-polly.wav, Athena, UNK
Athena-Justin-fast_high_pitch-polly.wav, Athena, UNK
Athena-Justin-weak_low_pitch-polly.wav, Athena, UNK
Athena-Nicole-weak_slow-polly.wav, Athena, UNK
Athena-Joanna-softly-polly.wav, Athena, UNK
Athena-Joanna-strong_low_pitch-polly.wav, Athena, UNK
Athena-Joanna-fast-polly.wav, Athena, UNK
Athena-Joey-weak_high_pitch-polly.wav, Athena, UNK
Athena-Brian-weak-polly.wav, Athena, UNK
Athena-Matthew-low_pitch-polly.wav, Athena, UNK
Athena-Russell-weak-polly.wav, Athena, UNK
Athena-Joey-strong_high_pitch-polly.wav, Athena, UNK
Athena-Nicole-weak_low_pitch-polly.wav, Athena, UNK
Athena-Justin-weak_high_pitch-polly.wav, Athena, UNK
Athena-Brian-weak_high_pitch-polly.wav, Athena, UNK
Athena-Russell-fast-polly.wav, Athena, UNK
Athena-Salli-fast-polly.wav, Athena, UNK
Athena-Joey-weak_fast-polly.wav, Athena, UNK
Athena-Geraint-fast_low_pitch-polly.wav, Athena, UNK
Athena-Salli-weak_low_pitch-polly.wav, Athena, UNK
Athena-Joanna-slow_low_pitch-polly.wav, Athena, UNK
Athena-Amy-weak-polly.wav, Athena, UNK
Athena-Amy-strong_fast-polly.wav, Athena, UNK
Athena-Justin-strong-polly.wav, Athena, UNK
Athena-Salli-slow-polly.wav, Athena, UNK
Athena-Brian-strong_fast-polly.wav, Athena, UNK
Athena-Russell-softly-polly.wav, Athena, UNK
Athena-Nicole-weak_high_pitch-polly.wav, Athena, UNK
Athena-Geraint-strong_slow-polly.wav, Athena, UNK
Athena-Emma-softly-polly.wav, Athena, UNK
Athena-Emma-weak_slow-polly.wav, Athena, UNK
Athena-Matthew-fast_low_pitch-polly.wav, Athena, UNK
Athena-Joey-high_pitch-polly.wav, Athena, UNK
Athena-Emma-strong_high_pitch-polly.wav, Athena, UNK
Athena-Joey-strong_fast-polly.wav, Athena, UNK
Athena-Russell-weak_fast-polly.wav, Athena, UNK
Athena-Ivy-weak_low_pitch-polly.wav, Athena, UNK
Athena-Emma-strong_slow-polly.wav, Athena, UNK
Athena-Russell-weak_slow-polly.wav, Athena, UNK
Athena-Geraint-strong_fast-polly.wav, Athena, UNK
Athena-Salli-fast_low_pitch-polly.wav, Athena, UNK
Athena-Matthew-strong_low_pitch-polly.wav, Athena, UNK
Athena-Joey-weak_low_pitch-polly.wav, Athena, UNK
Athena-Brian-strong_high_pitch-polly.wav, Athena, UNK
Athena-Salli-weak_high_pitch-polly.wav, Athena, UNK
Athena-Joey-strong_low_pitch-polly.wav, Athena, UNK
Athena-Geraint-slow_high_pitch-polly.wav, Athena, UNK
Athena-Ivy-weak_high_pitch-polly.wav, Athena, UNK
Athena-Matthew-high_pitch-polly.wav, Athena, UNK
Athena-Kimberly-fast_low_pitch-polly.wav, Athena, UNK
Athena-Geraint-high_pitch-polly.wav, Athena, UNK
Athena-Emma-fast_low_pitch-polly.wav, Athena, UNK
Athena-Joey-fast_low_pitch-polly.wav, Athena, UNK
Athena-Brian-strong_low_pitch-polly.wav, Athena, UNK
Athena-Salli-weak_fast-polly.wav, Athena, UNK
Athena-Nicole-strong_fast-polly.wav, Athena, UNK
Athena-Emma-strong_fast-polly.wav, Athena, UNK
Athena-Salli-slow_high_pitch-polly.wav, Athena, UNK
Athena-Brian-weak_low_pitch-polly.wav, Athena, UNK
Athena-Amy-fast-polly.wav, Athena, UNK
Athena-Geraint-strong-polly.wav, Athena, UNK
Athena-Matthew-weak_fast-polly.wav, Athena, UNK
Athena-Brian-strong_slow-polly.wav, Athena, seamless
Athena-Joey-strong_slow-polly.wav, Athena, UNK
Athena-Matthew-weak_high_pitch-polly.wav, Athena, UNK
Athena-Geraint-slow_low_pitch-polly.wav, Athena, UNK
Athena-Russell-strong_low_pitch-polly.wav, Athena, UNK
Athena-Kendra-fast_high_pitch-polly.wav, Athena, UNK
Athena-Geraint-weak_low_pitch-polly.wav, Athena, UNK
Athena-Joey-weak_slow-polly.wav, Athena, UNK
Athena-Matthew-weak_slow-polly.wav, Athena, UNK
Athena-Kendra-weak_slow-polly.wav, Athena, UNK
Athena-Kendra-fast_low_pitch-polly.wav, Athena, UNK
Athena-Nicole-weak_fast-polly.wav, Athena, UNK
Athena-Nicole-weak-polly.wav, Athena, UNK
Athena-Joanna-strong_high_pitch-polly.wav, Athena, UNK
Athena-Kendra-fast-polly.wav, Athena, UNK
Athena-Joey-slow_low_pitch-polly.wav, Athena, UNK
Athena-Matthew-slow_low_pitch-polly.wav, Athena, UNK
Athena-Kendra-weak_fast-polly.wav, Athena, UNK
Athena-Geraint-softly-polly.wav, Athena, UNK
Athena-Joanna-slow-polly.wav, Athena, UNK
Athena-Ivy-strong_fast-polly.wav, Athena, UNK
Athena-Kendra-strong-polly.wav, Athena, UNK
Athena-Joanna-weak_fast-polly.wav, Athena, UNK
Athena-Joanna-low_pitch-polly.wav, Athena, UNK
Athena-Nicole-strong_low_pitch-polly.wav, Athena, UNK
Athena-Amy-weak_slow-polly.wav, Athena, UNK
Athena-Kendra-strong_fast-polly.wav, Athena, UNK
Athena-Geraint-slow-polly.wav, Athena, UNK
Athena-Amy-strong_low_pitch-polly.wav, Athena, UNK
Athena-Amy-fast_high_pitch-polly.wav, Athena, UNK
Athena-Salli-weak-polly.wav, Athena, UNK
Athena-Joey-weak-polly.wav, Athena, UNK
Athena-Joey-fast-polly.wav, Athena, UNK
Athena-Geraint-weak_high_pitch-polly.wav, Athena, UNK
Athena-Geraint-fast-polly.wav, Athena, UNK
Athena-Russell-weak_high_pitch-polly.wav, Athena, UNK
Athena-Geraint-weak_fast-polly.wav, Athena, UNK
Athena-Joanna-weak-polly.wav, Athena, UNK
Athena-Emma-fast-polly.wav, Athena, UNK
Athena-Nicole-high_pitch-polly.wav, Athena, UNK
Athena-Ivy-fast-polly.wav, Athena, UNK
Athena-Russell-strong_slow-polly.wav, Athena, UNK
Athena-Salli-fast_high_pitch-polly.wav, Athena, UNK
Athena-Joanna-weak_slow-polly.wav, Athena, UNK
Athena-Matthew-slow_high_pitch-polly.wav, Athena, UNK
Athena-Russell-slow-polly.wav, Athena, UNK
Athena-Russell-fast_low_pitch-polly.wav, Athena, UNK
Athena-Russell-strong_high_pitch-polly.wav, Athena, UNK
Athena-Kendra-weak-polly.wav, Athena, UNK
Athena-Kendra-weak_low_pitch-polly.wav, Athena, UNK
Athena-Emma-strong-polly.wav, Athena, UNK
Athena-Joanna-fast_high_pitch-polly.wav, Athena, UNK
Athena-Matthew-strong_high_pitch-polly.wav, Athena, UNK
Athena-Salli-strong-polly.wav, Athena, UNK
Athena-Russell-strong_fast-polly.wav, Athena, UNK
Athena-Russell-low_pitch-polly.wav, Athena, UNK
Athena-Justin-weak_slow-polly.wav, Athena, UNK
Athena-Amy-weak_fast-polly.wav, Athena, UNK
Athena-Geraint-strong_low_pitch-polly.wav, Athena, UNK
Athena-Salli-weak_slow-polly.wav, Athena, UNK
Athena-Geraint-low_pitch-polly.wav, Athena, UNK
Athena-Matthew-strong_fast-polly.wav, Athena, UNK
Athena-Nicole-fast_low_pitch-polly.wav, Athena, UNK
Athena-Nicole-fast_high_pitch-polly.wav, Athena, UNK
Athena-Amy-slow_low_pitch-polly.wav, Athena, Casino
Athena-Nicole-strong-polly.wav, Athena, UNK
Athena-Matthew-weak_low_pitch-polly.wav, Athena, UNK
Athena-Emma-weak_high_pitch-polly.wav, Athena, UNK
Athena-Brian-weak_slow-polly.wav, Athena, stainer
Athena-Russell-slow_low_pitch-polly.wav, Athena, UNK
Athena-Nicole-strong_slow-polly.wav, Athena, UNK
Athena-Brian-strong-polly.wav, Athena, UNK
Athena-Kendra-high_pitch-polly.wav, Athena, UNK
Athena-Kimberly-weak_low_pitch-polly.wav, Athena, UNK
Athena-Ivy-fast_low_pitch-polly.wav, Athena, UNK
Athena-Russell-weak_low_pitch-polly.wav, Athena, UNK
Athena-Russell-strong-polly.wav, Athena, UNK
Athena-Geraint-fast_high_pitch-polly.wav, Athena, UNK
Athena-Emma-weak-polly.wav, Athena, UNK
Athena-Joanna-high_pitch-polly.wav, Athena, UNK
Athena-Ivy-fast_high_pitch-polly.wav, Athena, UNK
Athena-Joey-slow_high_pitch-polly.wav, Athena, UNK
Athena-Joanna-weak_low_pitch-polly.wav, Athena, UNK
Athena-Russell-fast_high_pitch-polly.wav, Athena, UNK
Athena-Emma-weak_fast-polly.wav, Athena, UNK
Athena-Justin-weak-polly.wav, Athena, UNK
Athena-Joey-fast_high_pitch-polly.wav, Athena, UNK
Athena-Joanna-strong_fast-polly.wav, Athena, UNK
Athena-Amy-weak_low_pitch-polly.wav, Athena, UNK
Athena-Salli-strong_fast-polly.wav, Athena, UNK
Athena-Joanna-strong_slow-polly.wav, Athena, UNK
Athena-Joanna-weak_high_pitch-polly.wav, Athena, UNK
Athena-Joey-slow-polly.wav, Athena, UNK
Athena-Emma-weak_low_pitch-polly.wav, Athena, UNK
Athena-Geraint-strong_high_pitch-polly.wav, Athena, UNK
Athena-Kendra-weak_high_pitch-polly.wav, Athena, UNK
Athena-Amy-fast_low_pitch-polly.wav, Athena, UNK
Athena-Joey-low_pitch-polly.wav, Athena, UNK
Athena-Joanna-strong-polly.wav, Athena, UNK
Athena-Ivy-weak-polly.wav, Athena, UNK
Athena-Ivy-weak_fast-polly.wav, Athena, UNK
Athena-Nicole-fast-polly.wav, Athena, UNK
Athena-Amy-softly-polly.wav, Athena, Casino
Athena-Ivy-weak_slow-polly.wav, Athena, UNK
Athena-Geraint-weak-polly.wav, Athena, UNK
Athena-Kimberly-weak_fast-polly.wav, Athena, UNK
Athena-Matthew-strong_slow-polly.wav, Athena, UNK
Athena-Emma-fast_high_pitch-polly.wav, Athena, UNK
Athena-Salli-slow_low_pitch-polly.wav, Athena, Christina
Hey_christopher-Kimberly-weak_low_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Russell-weak_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Emma-weak_slow-polly.wav, Hey christopher, call Christopher
Hey_christopher-Joanna-weak_low_pitch-polly.wav, Hey christopher, hi Christopher
Hey_christopher-Kendra-weak_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-strong_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Amy-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Emma-weak_high_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Kendra-weak_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-strong_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Kimberly-weak_fast-polly.wav, Hey christopher, call Christopher
Hey_christopher-Amy-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Amy-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kendra-weak_fast-polly.wav, Hey christopher, call Christopher
Hey_christopher-Matthew-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-weak_high_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Joanna-strong_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Ivy-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Matthew-fast_low_pitch-polly.wav, Hey christopher, Kay Christopher
Hey_christopher-Salli-weak_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Amy-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Brian-weak_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Ivy-strong_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kendra-strong_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Joanna-fast_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-strong_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-fast_low_pitch-polly.wav, Hey christopher, interested
Hey_christopher-Geraint-weak_low_pitch-polly.wav, Hey christopher, Tyler Christopher
Hey_christopher-Russell-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Brian-strong_low_pitch-polly.wav, Hey christopher, 3 Christopher
Hey_christopher-Russell-strong_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joanna-weak_high_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Kendra-fast_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Nicole-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Russell-strong_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Justin-strong_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kimberly-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Geraint-strong_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Ivy-fast_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Brian-weak_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Ivy-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-weak_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joanna-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Justin-weak_low_pitch-polly.wav, Hey christopher, UNK
Hey_christopher-Kendra-strong_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Emma-fast_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Nicole-weak_slow-polly.wav, Hey christopher, call Christopher
Hey_christopher-Justin-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-strong_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Amy-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Ivy-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Emma-fast_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Brian-strong_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Russell-fast_low_pitch-polly.wav, Hey christopher, UNK
Hey_christopher-Russell-weak_low_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Geraint-weak_slow-polly.wav, Hey christopher, Ted Christopher
Hey_christopher-Ivy-weak_high_pitch-polly.wav, Hey christopher, Poptropica
Hey_christopher-Kimberly-slow_high_pitch-polly.wav, Hey christopher, Christopher
