Ei_Jarbas-Vitoria-weak_slow-polly.wav, Ei Jarbas, e Jarbas
Ó_Flôr-Cristiano-weak_low_pitch-polly.wav, Ó Flôr, flor
Ó_Flôr-Cristiano-slow_low_pitch-polly.wav, Ó Flôr, flor
Ó_Flôr-Ines-weak_fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Cristiano-polly.wav, Ó Flôr, flor
Ó_Flôr-Cristiano-weak_high_pitch-polly.wav, Ó Flôr, flor
Ó_Flôr-Cristiano-strong_fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Cristiano-slow-polly.wav, Ó Flôr, flor
Ó_Flôr-Ricardo-strong_slow-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-strong_high_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-softly-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-weak_fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-strong_fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-fast_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Cristiano-strong_slow-polly.wav, Ó Flôr, flor
Ó_Flôr-Cristiano-weak_fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-weak-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-weak-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-slow_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-fast_high_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-slow-polly.wav, Ó Flôr, flor
Ó_Flôr-Cristiano-weak-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-strong-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-fast_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-slow_high_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-weak_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Cristiano-strong_high_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-slow-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-strong_fast-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-weak_high_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-strong_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-slow_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Vitoria-weak_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ricardo-weak_high_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Cristiano-weak_slow-polly.wav, Ó Flôr, UNK
Ó_Flôr-Ines-strong_low_pitch-polly.wav, Ó Flôr, UNK
Ó_Flôr-Cristiano-fast_low_pitch-polly.wav, Ó Flôr, UNK
Trabalhas-Vitoria-strong_slow-polly.wav, Trabalhas, trabalhos
Trabalhas-Ricardo-softly-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-strong_low_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Ricardo-weak-polly.wav, Trabalhas, UNK
Trabalhas-Ines-softly-polly.wav, Trabalhas, trabalha
Trabalhas-Ines-fast_low_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Ines-slow_high_pitch-polly.wav, Trabalhas, trabalhas
Trabalhas-Vitoria-fast-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-weak_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-strong_slow-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-fast_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-strong-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-fast_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-slow_high_pitch-polly.wav, Trabalhas, trabalha
Trabalhas-Ines-high_pitch-polly.wav, Trabalhas, trabalhar
Trabalhas-Vitoria-slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Ines-strong_fast-polly.wav, Trabalhas, UNK
Trabalhas-Cristiano-strong_fast-polly.wav, Trabalhas, UNK
Trabalhas-Ines-weak-polly.wav, Trabalhas, trabalha
Trabalhas-Ines-weak_fast-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Ricardo-fast-polly.wav, Trabalhas, UNK
Trabalhas-Ines-low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-weak_slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Cristiano-fast_low_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Cristiano-strong_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-strong_high_pitch-polly.wav, Trabalhas, trabalha
Trabalhas-Vitoria-fast_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-slow_low_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Vitoria-slow_low_pitch-polly.wav, Trabalhas, trabalhas
Trabalhas-Vitoria-weak_slow-polly.wav, Trabalhas, trabalha
Trabalhas-Ines-strong-polly.wav, Trabalhas, trabalha
Trabalhas-Ricardo-high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-weak-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-weak_fast-polly.wav, Trabalhas, UNK
Trabalhas-Ricardo-slow_high_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Ines-strong_slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Vitoria-strong_fast-polly.wav, Trabalhas, UNK
Trabalhas-Ines-weak_slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Ricardo-weak_high_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Vitoria-softly-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-fast-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-weak_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-weak_low_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Ricardo-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-fast_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-strong_slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Ricardo-slow-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-polly.wav, Trabalhas, trabalha
Trabalhas-Cristiano-slow_low_pitch-polly.wav, Trabalhas, trabalhas
Trabalhas-Vitoria-weak_fast-polly.wav, Trabalhas, UNK
Trabalhas-Cristiano-weak_fast-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-weak_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-strong-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-slow_low_pitch-polly.wav, Trabalhas, trabalhas
Trabalhas-Cristiano-low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-strong-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-strong_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-slow_high_pitch-polly.wav, Trabalhas, trabalhas
Trabalhas-Vitoria-polly.wav, Trabalhas, trabalho
Trabalhas-Vitoria-weak_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-fast_low_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Vitoria-strong_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-strong_low_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ines-fast-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-strong_high_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Ines-weak_high_pitch-polly.wav, Trabalhas, trabalha
Trabalhas-Ines-slow-polly.wav, Trabalhas, trabalhas
Trabalhas-Vitoria-high_pitch-polly.wav, Trabalhas, UNK
Trabalhas-Vitoria-strong_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-weak_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-weak_slow-polly.wav, Trabalhas, UNK
Trabalhas-Cristiano-weak-polly.wav, Trabalhas, trabalho
Trabalhas-Cristiano-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-fast_high_pitch-polly.wav, Trabalhas, trabalho
Trabalhas-Ricardo-strong_fast-polly.wav, Trabalhas, UNK
Trabalhas-Cristiano-softly-polly.wav, Trabalhas, trabalha
Ó_Maria-Vitoria-polly.wav, Ó Maria, o Maria
Ó_Maria-Ricardo-strong_high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-slow_high_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-high_pitch-polly.wav, Ó Maria, o mar
Ó_Maria-Cristiano-weak_slow-polly.wav, Ó Maria, Almería
Ó_Maria-Ines-weak_high_pitch-polly.wav, Ó Maria, homem
Ó_Maria-Ricardo-weak_slow-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-fast_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-slow_low_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-strong-polly.wav, Ó Maria, o Maria
Ó_Maria-Ines-weak-polly.wav, Ó Maria, o Maria
Ó_Maria-Ines-strong_high_pitch-polly.wav, Ó Maria, o meu
Ó_Maria-Ines-strong_low_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Ines-polly.wav, Ó Maria, o Maria
Ó_Maria-Ricardo-high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-fast_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-strong-polly.wav, Ó Maria, homem
Ó_Maria-Ines-softly-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-weak_slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-fast-polly.wav, Ó Maria, o mar
Ó_Maria-Cristiano-weak_low_pitch-polly.wav, Ó Maria, Almeirim
Ó_Maria-Ricardo-low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-strong_high_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Cristiano-fast_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-strong-polly.wav, Ó Maria, Almeirim
Ó_Maria-Vitoria-softly-polly.wav, Ó Maria, o Maria
Ó_Maria-Cristiano-fast_high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-slow_high_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-slow_low_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Ricardo-weak_high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-polly.wav, Ó Maria, Almeirim
Ó_Maria-Cristiano-strong_low_pitch-polly.wav, Ó Maria, ouvir
Ó_Maria-Ines-high_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Ines-slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Cristiano-strong_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-strong_slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Ricardo-strong_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-weak-polly.wav, Ó Maria, Almeirim
Ó_Maria-Vitoria-fast_high_pitch-polly.wav, Ó Maria, o mar
Ó_Maria-Ines-fast_high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-weak_low_pitch-polly.wav, Ó Maria, homem
Ó_Maria-Ricardo-fast_high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-high_pitch-polly.wav, Ó Maria, Almería
Ó_Maria-Vitoria-strong_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-weak_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-weak-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-weak_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-strong_slow-polly.wav, Ó Maria, Almería
Ó_Maria-Vitoria-strong_low_pitch-polly.wav, Ó Maria, o mar
Ó_Maria-Ines-strong_slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Vitoria-low_pitch-polly.wav, Ó Maria, o mar
Ó_Maria-Cristiano-low_pitch-polly.wav, Ó Maria, Almeirim
Ó_Maria-Cristiano-weak_high_pitch-polly.wav, Ó Maria, Almeirim
Ó_Maria-Ines-weak_slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Cristiano-weak_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ines-weak_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-fast_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-strong_slow-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-strong_high_pitch-polly.wav, Ó Maria, Almeirim
Ó_Maria-Ricardo-strong-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-softly-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-slow-polly.wav, Ó Maria, o Maria
Ó_Maria-Ricardo-weak_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-fast-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-weak_high_pitch-polly.wav, Ó Maria, o Maria
Ó_Maria-Ines-strong_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-slow_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Ricardo-slow_high_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Vitoria-weak_low_pitch-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-slow_high_pitch-polly.wav, Ó Maria, Almería
Ó_Maria-Vitoria-weak-polly.wav, Ó Maria, o Maria
Ó_Maria-Cristiano-slow_low_pitch-polly.wav, Ó Maria, Almería
Ó_Maria-Cristiano-softly-polly.wav, Ó Maria, Almeirim
Ó_Maria-Ricardo-strong_fast-polly.wav, Ó Maria, UNK
Ó_Maria-Cristiano-slow-polly.wav, Ó Maria, Almería
Ei_Computador-Cristiano-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-slow-polly.wav, Ei Computador, em computador
Ei_Computador-Ricardo-strong-polly.wav, Ei Computador, computador
Ei_Computador-Cristiano-strong_slow-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-weak_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Cristiano-weak_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Cristiano-weak_slow-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-strong_low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-strong_slow-polly.wav, Ei Computador, em computador
Ei_Computador-Cristiano-high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Cristiano-fast_low_pitch-polly.wav, Ei Computador, comprar
Ei_Computador-Ines-fast_high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ines-strong_low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Vitoria-slow-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-strong_slow-polly.wav, Ei Computador, computador
Ei_Computador-Cristiano-weak_fast-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-slow_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ines-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-slow_low_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ines-weak_slow-polly.wav, Ei Computador, computador
Ei_Computador-Cristiano-strong_fast-polly.wav, Ei Computador, comprar
Ei_Computador-Cristiano-slow_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-fast_high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-softly-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-softly-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-polly.wav, Ei Computador, computador
Ei_Computador-Ines-slow_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-weak_fast-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-strong_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-strong_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-fast_high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-weak-polly.wav, Ei Computador, em computador
Ei_Computador-Cristiano-weak-polly.wav, Ei Computador, computador
Ei_Computador-Ines-strong_fast-polly.wav, Ei Computador, UNK
Ei_Computador-Ines-high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-slow_high_pitch-polly.wav, Ei Computador, em computador
Ei_Computador-Ines-fast-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-strong_low_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-weak_low_pitch-polly.wav, Ei Computador, empatar
Ei_Computador-Vitoria-weak_fast-polly.wav, Ei Computador, comprar
Ei_Computador-Ines-strong_slow-polly.wav, Ei Computador, computador
Ei_Computador-Ines-slow_low_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-fast-polly.wav, Ei Computador, UNK
Ei_Computador-Vitoria-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-fast-polly.wav, Ei Computador, comprar
Ei_Computador-Vitoria-weak-polly.wav, Ei Computador, computador
Ei_Computador-Ines-weak_fast-polly.wav, Ei Computador, UNK
Ei_Computador-Ines-weak_high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-low_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-strong_fast-polly.wav, Ei Computador, UNK
Ei_Computador-Ines-softly-polly.wav, Ei Computador, computador
Ei_Computador-Ines-slow-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-fast_high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-strong_low_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ines-weak_low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Ines-weak-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-weak_slow-polly.wav, Ei Computador, em computador
Ei_Computador-Vitoria-weak_low_pitch-polly.wav, Ei Computador, encontrar
Ei_Computador-Vitoria-strong-polly.wav, Ei Computador, computador
Ei_Computador-Ines-low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Vitoria-fast-polly.wav, Ei Computador, UNK
Ei_Computador-Ricardo-strong_high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-fast_low_pitch-polly.wav, Ei Computador, completa
Ei_Computador-Ines-fast_low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-strong-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-weak_slow-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-weak_high_pitch-polly.wav, Ei Computador, em computador
Ei_Computador-Ricardo-slow_low_pitch-polly.wav, Ei Computador, em computador
Ei_Computador-Vitoria-slow_low_pitch-polly.wav, Ei Computador, um computador
Ei_Computador-Ines-strong_high_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-softly-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-high_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Vitoria-fast_low_pitch-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-slow-polly.wav, Ei Computador, computador
Ei_Computador-Ricardo-low_pitch-polly.wav, Ei Computador, em computador
Ei_Computador-Ricardo-strong_fast-polly.wav, Ei Computador, UNK
Ei_Computador-Cristiano-weak_low_pitch-polly.wav, Ei Computador, computador
Ei_Computador-Ines-strong-polly.wav, Ei Computador, UNK
Hey_Trabalhas-Ricardo-weak_low_pitch-polly.wav, Hey Trabalhas, está bem
Hey_Trabalhas-Vitoria-strong_slow-polly.wav, Hey Trabalhas, ir trabalhar
Hey_Trabalhas-Ines-strong_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-strong_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-fast_low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-slow_high_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-strong-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-weak_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-strong_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-weak_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-high_pitch-polly.wav, Hey Trabalhas, eu trabalho
Hey_Trabalhas-Ines-high_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ines-weak-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-strong_slow-polly.wav, Hey Trabalhas, e trabalho
Hey_Trabalhas-Vitoria-strong_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ines-slow_high_pitch-polly.wav, Hey Trabalhas, E trabalhas
Hey_Trabalhas-Ines-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-strong_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-weak_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-slow-polly.wav, Hey Trabalhas, trabalhas
Hey_Trabalhas-Ines-fast_high_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-strong_low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-fast_low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-strong_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-weak_slow-polly.wav, Hey Trabalhas, E trabalhas
Hey_Trabalhas-Cristiano-fast_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-slow-polly.wav, Hey Trabalhas, E trabalhas
Hey_Trabalhas-Ricardo-slow-polly.wav, Hey Trabalhas, ir trabalhar
Hey_Trabalhas-Vitoria-low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Vitoria-high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-strong_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-slow_high_pitch-polly.wav, Hey Trabalhas, ir trabalhar
Hey_Trabalhas-Ines-weak_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-weak-polly.wav, Hey Trabalhas, em trabalho
Hey_Trabalhas-Ricardo-strong-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-weak_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-softly-polly.wav, Hey Trabalhas, ir trabalhar
Hey_Trabalhas-Vitoria-fast_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ines-weak_slow-polly.wav, Hey Trabalhas, é trabalho
Hey_Trabalhas-Vitoria-weak_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-fast_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-slow_low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-slow_low_pitch-polly.wav, Hey Trabalhas, em trabalho
Hey_Trabalhas-Vitoria-strong_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-strong_low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-strong_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ines-strong-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-weak_slow-polly.wav, Hey Trabalhas, E trabalhas
Hey_Trabalhas-Cristiano-strong_slow-polly.wav, Hey Trabalhas, trabalhas
Hey_Trabalhas-Vitoria-softly-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-weak_fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Vitoria-slow-polly.wav, Hey Trabalhas, E trabalhas
Hey_Trabalhas-Ricardo-low_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-fast_low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-softly-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-slow_high_pitch-polly.wav, Hey Trabalhas, trabalhas
Hey_Trabalhas-Vitoria-strong-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Ricardo-weak-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-weak_high_pitch-polly.wav, Hey Trabalhas, acabar
Hey_Trabalhas-Ines-weak_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-slow_low_pitch-polly.wav, Hey Trabalhas, vai trabalhar
Hey_Trabalhas-Cristiano-low_pitch-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Vitoria-weak-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ricardo-fast_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-strong_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Ines-softly-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Cristiano-weak_high_pitch-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Vitoria-fast-polly.wav, Hey Trabalhas, UNK
Hey_Trabalhas-Vitoria-polly.wav, Hey Trabalhas, trabalhas
Hey_Trabalhas-Cristiano-weak_slow-polly.wav, Hey Trabalhas, quem Trabalhas
Hey_Trabalhas-Ines-strong_slow-polly.wav, Hey Trabalhas, trabalhas
Hey_Trabalhas-Vitoria-slow_low_pitch-polly.wav, Hey Trabalhas, trabalhas
Hey_Trabalhas-Cristiano-weak_fast-polly.wav, Hey Trabalhas, trabalho
Hey_Trabalhas-Cristiano-fast-polly.wav, Hey Trabalhas, UNK
Ó_Inês-Ines-slow-polly.wav, Ó Inês, Inês
Ó_Inês-Ricardo-strong_fast-polly.wav, Ó Inês, UNK
Ó_Inês-Ricardo-slow_low_pitch-polly.wav, Ó Inês, UNK
Ó_Inês-Vitoria-slow_low_pitch-polly.wav, Ó Inês, UNK
Ó_Inês-Ricardo-fast-polly.wav, Ó Inês, UNK
